134,4,134,66
135,4,135,64
136,4,136,53
137,4,137,47
138,4,138,40
139,4,139,33
140,3,140,36
141,3,141,35
142,3,142,35
143,3,143,30
144,3,144,33
145,2,145,30
146,3,146,28
147,3,147,24
148,3,148,18
149,4,149,16
150,4,150,13
151,4,151,13
152,5,152,12
153,5,153,9
154,5,154,5
155,6,155,4
156,6,156,4
157,6,157,4
158,6,158,4
159,7,159,4
160,7,160,4
161,7,161,3
162,7,162,3
163,7,163,3
164,7,164,4
165,8,165,4
166,9,166,4
167,10,167,2
168,10,168,2
169,10,169,3
170,10,170,0
171,10,171,0
172,11,172,0
173,11,173,0
174,13,174,0
175,13,175,0
176,13,176,0
177,13,177,0
178,13,178,0
179,14,179,0
180,14,180,0
181,16,181,0
182,16,182,0
183,18,183,0
184,21,184,0
185,21,185,0
186,21,186,0
187,21,187,0
188,21,188,0
189,23,189,0
190,24,190,0
191,25,191,0
192,26,192,0
193,26,193,0
194,27,194,0
195,30,195,0
196,31,196,0
197,32,197,0
198,34,198,0
199,35,199,0
200,35,200,0
201,40,201,0
202,43,202,0
203,45,203,0
204,46,204,0
205,46,205,0
206,48,206,0
207,50,207,0
208,51,208,0
209,53,209,0
210,54,210,0
211,56,211,0
212,58,212,0
213,62,213,0
214,63,214,0
215,66,215,0
216,69,216,0
217,71,217,0
218,73,218,0
219,77,219,0
220,81,220,0
221,85,221,0
222,87,222,0
223,90,223,0
224,93,224,0
225,96,225,0
226,98,226,0
227,100,227,0
228,103,228,0
229,107,229,0
230,111,230,0
231,115,231,0
232,118,232,0
233,122,233,0
234,128,234,0
235,133,235,0
236,139,236,0
237,147,237,0
238,155,238,0
239,161,239,0
240,171,240,0
241,178,241,0
242,189,242,0
243,199,243,0
244,206,244,0
245,218,245,0
246,231,246,0
247,239,247,0
248,247,248,0
249,258,249,0
250,267,250,0
251,280,251,0
252,293,252,0
253,303,253,0
254,316,254,0
255,323,255,0
256,333,256,0
257,343,257,0
258,355,258,0
259,370,259,0
260,382,260,0
261,394,261,0
262,415,262,0
263,434,263,0
264,451,264,0
265,474,265,0
266,491,266,0
267,507,267,0
268,519,268,0
269,543,269,0
270,563,270,0
271,583,271,0
272,603,272,0
273,624,273,0
274,655,274,0
275,688,275,0
276,716,276,0
277,748,277,0
278,776,278,0
279,809,279,0
280,836,280,0
281,868,281,0
282,909,282,0
283,937,283,0
284,978,284,0
285,1013,285,0
286,1057,286,0
287,1102,287,0
288,1149,288,0
289,1191,289,0
290,1241,290,0
291,1295,291,0
292,1349,292,0
293,1400,293,0
294,1463,294,0
295,1514,295,0
296,1570,296,0
297,1631,297,0
298,1684,298,0
299,1761,299,0
300,1836,300,0
301,1905,301,0
302,1984,302,0
303,2056,303,0
304,2141,304,0
305,2221,305,0
306,2312,306,0
307,2401,307,0
308,2484,308,0
309,2581,309,0
310,2685,310,0
311,2794,311,0
312,2911,312,0
313,3070,313,0
314,3186,314,0
315,3324,315,0
316,3451,316,0
317,3596,317,0
318,3749,318,0
319,3883,319,0
320,4036,320,0
321,4229,321,0
322,4400,322,0
323,4586,323,0
324,4785,324,0
325,4966,325,0
326,5137,326,0
327,5366,327,0
328,5553,328,0
329,5738,329,0
330,5975,330,0
331,6218,331,0
332,6457,332,0
333,6752,333,0
334,7036,334,0
335,7301,335,0
336,7608,336,0
337,7913,337,0
338,8257,338,0
339,8579,339,0
340,8917,340,0
341,9310,341,0
342,9654,342,0
343,10035,343,0
344,10418,344,0
345,10793,345,0
346,11260,346,0
347,11674,347,0
348,12147,348,0
349,12646,349,0
350,13131,350,0
351,13672,351,0
352,14214,352,0
353,14777,353,0
354,15381,354,0
355,16006,355,0
356,16645,356,0
357,17327,357,0
358,18017,358,0
359,18716,359,0
360,19479,360,0
361,20244,361,0
362,21042,362,0
363,21906,363,0
364,22787,364,0
365,23672,365,0
366,24637,366,0
367,25637,367,0
368,26600,368,0
369,27712,369,0
370,28874,370,0
371,30040,371,0
